Salutation,First Name,Middle Name,Last Name,Organization,Title,Phone,Mobile Phone,Fax,Email,Website,Street,City,State,PostalCode,Country,Industry,Number of Employees,Rating,Lead Source,Status,Description,Responsible User,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag List
,,,pethouse - 90,pethouse - 90,,,,,,http://www.pethouse.com.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Pets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,petracoes - 91,petracoes - 91,,,,,,http://www.petracoes.com/loja/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Pets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,puppycare - 92,puppycare - 92,,,,,,http://www.puppycare.pt/pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Pets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,tiendanimal - 93,tiendanimal - 93,,,,,,http://www.tiendanimal.pt/,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Pets // 1. Screening phase: Too large not early stage Spanish company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,Citylabs - 94,Citylabs - 94,,,,,,http://www.citylab.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Photography // 1. Screening phase: Not early stage offline based  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,Serviço de Fotos - 95,Serviço de Fotos - 95,,,,,,http://www.servico-de-fotos.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Photography // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,avidaportuguesa - 96,avidaportuguesa - 96,,,,,,http://www.avidaportuguesa.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,"Brief description: Portuguese products (""mercado da saudade"") // 1. Screening phase: Domestic business difficult to scale  // Reference: 1st list // ",Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,Design351 - 97,Design351 - 97,,,,,,http://www.design351.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Portuguese products // 1. Screening phase: Domestic business difficult to scale  // Reference: 1st list // ,Gaspar d'Orey,Ecommerce b2c,Other,Contents,,,,,,,
,,,Lusa Mater - 98,Lusa Mater - 98,,,,,,http://lusamater.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Portuguese products // 1. Screening phase: Not ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,rotadasregioes - 99,rotadasregioes - 99,,,,,,http://www.rotadasregioes.pt/index.php/produtos.html,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Portuguese products // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,The Portugal Online Shop - 100,The Portugal Online Shop - 100,,,,,,http://www.theportugalonlineshop.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,"Brief description: Portuguese products (""mercado da saudade"") // 1. Screening phase: Domestic business difficult to scale  // Reference: 1st list // ",Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,Bikeos - 101,Bikeos - 101,,,,,,http://www.bikeos.com/,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Sport // 1. Screening phase: Too large not early stage Spanish company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,bikezone - 102,bikezone - 102,,,,,,http://www.bikezone.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sport // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,bikila - 103,bikila - 103,,,,,,http://www.bikila.com/,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Sport // 1. Screening phase: Spanish company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,ciclomarca - 104,ciclomarca - 104,,,,,,http://www.ciclomarca.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Sport // 1. Screening phase: Offline business  // Reference: 1st list // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,lojadamontanha - 105,lojadamontanha - 105,,,,,,http://www.lojadamontanha.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sport // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,fitnessdigital - 106,fitnessdigital - 106,,,,,,http://www.fitnessdigital.pt/,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Sports // 1. Screening phase: Spanish company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,misterrunning - 107,misterrunning - 107,,,,,,http://www.misterrunning.com/,-,-,-,-,Italy,ecommerce_b2c,,3,,Excluded,Brief description: Sports // 1. Screening phase: Italian company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,mistertennis - 108,mistertennis - 108,,,,,,http://www.mistertennis.com/,-,-,-,-,Italy,ecommerce_b2c,,3,,Excluded,Brief description: Sports // 1. Screening phase: Italian company  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,patocycles - 109,patocycles - 109,,,,,,http://www.patocycles.com/site/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sports // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,Bilheteira Online - 110,Bilheteira Online - 110,,,,,,http://www.bilheteiraonline.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Not early stage  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,blueticket - 111,blueticket - 111,,,,,,https://www.blueticket.pt/site/ecommerce_home.aspx?ecomm=1,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,Last2ticket - 112,Last2ticket - 112,,,,,,http://www.last2ticket.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Advance to phase II Strategy shift (offline & domestic) // Reference: 1st list // Final output: Meeting(s) // Meeting date: 1/6/2013,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,Sportmultimedia - 113,Sportmultimedia - 113,,,,,,http://www.sportmultimedia.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,Ticketbis - 114,Ticketbis - 114,,,,,,http://www.ticketbis.com.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,ticketline - 115,ticketline - 115,,,,,,http://ticketline.sapo.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Tickets // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Books/Music/Video,,,,,,,
,,,Pim pum play - 116,Pim pum play - 116,,,,,,http://www.pimpumplay.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Toys // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,Science4you - 117,Science4you - 117,,,,,,http://science4you.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Toys // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,surfertoday - 118,surfertoday - 118,,,,,,http://www.surfertoday.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sports services & content // 1. Screening phase: Advance to phase II Entrepreneur not commited // Reference: 1st list // Final output: Meeting(s) // Meeting date: 21/5/2013,Gaspar d'Orey,Ecommerce b2c,Other,Contents,,,,,,,
,,,Cor de Papel - 119,Cor de Papel - 119,,,,,,http://www.cordepapel.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wallpaper // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,Papel Pintado Online - 120,Papel Pintado Online - 120,,,,,,http://www.papelpintadoonline.com/pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wallpaper // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,estadoliquido - 121,estadoliquido - 121,,,,,,http://www.estadoliquido.pt/en,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,onwine - 122,onwine - 122,,,,,,http://www.onwine.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,Garrafeira Nacional - 123,Garrafeira Nacional - 123,,,,,,https://www.garrafeiranacional.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,vinhoweb - 124,vinhoweb - 124,,,,,,http://www.vinhoweb.pt/default.aspx?lang=1,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,wineoclock - 125,wineoclock - 125,,,,,,http://www.wineoclock.com.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,winept - 126,winept - 126,,,,,,http://www.newswine.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Low system score  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,winespiritus - 127,winespiritus - 127,,,,,,http://www.winespiritus.com/pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Not distinctive ecommerce  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,goodfashion.pt - 128,goodfashion.pt - 128,,,,,,http://www.goodfashion.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Fashion // 1. Screening phase: Hip Bazar owner  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,playnify - 129,playnify - 129,,,,,,https://www.playnify.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sports services & content // 1. Screening phase: Advance to phase II No traction gathered // Reference: 1st list // Final output: Pitch to SON business // Meeting date: 4/10/2013,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,zankyou - 131,zankyou - 131,,,,,,http://www.zankyou.com/pt,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Wedding registry // 1. Screening phase: Not early stage multinational  // Reference: 1st list // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Flowers/Gifts,,,,,,,
,,,farfetch - 132,farfetch - 132,,,,,,http://www.farfetch.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Fashion // 1. Screening phase: Advance to phase II Already with VCs, too large // Reference: 1st list // Final output: Meeting(s) // Meeting date: 12/2/2014,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,ShopShop - 134,ShopShop - 134,,,,,,http://shopshop.pt/index.php?,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Deal of the day business // 1. Screening phase: Low system score  // Reference: Internal reference // ,Gaspar d'Orey,ecommerce b2c,Other,Deals,,,,,,,
,,,LTVM - LOJAS DE TELEVENDAS E MARKETING  S.A. - 135,LTVM - LOJAS DE TELEVENDAS E MARKETING  S.A. - 135,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Financial distress  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,BEM & BOM  LDA - 136,BEM & BOM  LDA - 136,,,,,,http://www.bembom.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Travel // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,LO MONACO  LDA. - 137,LO MONACO  LDA. - 137,,,,,,http://www.grupolomonaco.pt/,-,-,-,-,Spain,ecommerce_b2c,,3,,Excluded,Brief description: Mattresses // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,BODYWELL-VENDA DE BENS E SERVICOS  S.A. - 138,BODYWELL-VENDA DE BENS E SERVICOS  S.A. - 138,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,Fotosport - 139,Fotosport - 139,,,,,,http://www.fotosport.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Photography // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Toys/hobbies,,,,,,,
,,,BECHTLE DIRECT PORTUGAL  UNIPESSOAL LDA - 140,BECHTLE DIRECT PORTUGAL  UNIPESSOAL LDA - 140,,,,,,http://www.bechtle.pt/,-,-,-,-,Germany,ecommerce_b2c,,3,,Excluded,Brief description: B2B // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,VIBRANTSHARE - LDA - 141,VIBRANTSHARE - LDA - 141,,,,,,http://www.vibroplate.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Sporting machines // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,DIPYME PORTUGAL  DISTRIBUICAO E SERVICOS  UNIPESSOAL LDA - 142,DIPYME PORTUGAL  DISTRIBUICAO E SERVICOS  UNIPESSOAL LDA - 142,,,,,,http://www.dipyme.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Task force // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,SUBTRACCAO - CONSUMIVEIS  UNIPESSOAL  LDA - 143,SUBTRACCAO - CONSUMIVEIS  UNIPESSOAL  LDA - 143,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,PNS - COMERCIO DE JOIAS  LDA. - 144,PNS - COMERCIO DE JOIAS  LDA. - 144,,,,,,http://www.manueldossantos.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,BENIREGION  LDA - 145,BENIREGION  LDA - 145,,,,,,http://rh2061.wix.com/beni,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Coffee & Tea B2B // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,TDURDEN - COMERCIO DE ELECTRONICA  UNIPESSOAL LDA - 146,TDURDEN - COMERCIO DE ELECTRONICA  UNIPESSOAL LDA - 146,,,,,,http://hi-techwonder.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Computers/Electronics,,,,,,,
,,,RH - VENDAS POR CATALOGO  LDA. - 147,RH - VENDAS POR CATALOGO  LDA. - 147,,,,,,http://www.rhportugal.eu/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: B2B // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Specialty/non-apparel,,,,,,,
,,,MASTERIDEIA - DIVULGACAO COMERCIALIZACAO ARTIGOS P/LAR  UNIP. LDA - 148,MASTERIDEIA - DIVULGACAO COMERCIALIZACAO ARTIGOS P/LAR  UNIP. LDA - 148,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,RENASCIMENTO - AVALIACOES E LEILOES  S.A. - 149,RENASCIMENTO - AVALIACOES E LEILOES  S.A. - 149,,,,,,http://www.renascimento-sa.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Auctions // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Other,,,,,,,
,,,EURO-CAT - EUROPEIA DE VENDAS POR CATALOGO  LDA. - 150,EURO-CAT - EUROPEIA DE VENDAS POR CATALOGO  LDA. - 150,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,SABORES DO CAMPO - COMERCIO ELECTRONICO DE PRODUTOS AGRICOLAS LDA - 151,SABORES DO CAMPO - COMERCIO ELECTRONICO DE PRODUTOS AGRICOLAS LDA - 151,,,,,,http://www.saboresdocampo.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Wine // 1. Screening phase: Low system score not transactional  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,CHERRYBLUE  LDA - 152,CHERRYBLUE  LDA - 152,,,,,,http://descontos.pt/Default.aspx,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Deal of the day business // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Other,Deals,,,,,,,
,,,PECA DE FRUTA  LDA - 153,PECA DE FRUTA  LDA - 153,,,,,,http://www.pecadefruta.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Natural products // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,SOSINCEPTUM - IMAGEM E MARKETING LDA - 154,SOSINCEPTUM - IMAGEM E MARKETING LDA - 154,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,GOLD NIB - COMERCIO DE CANETAS  UNIPESSOAL LDA - 155,GOLD NIB - COMERCIO DE CANETAS  UNIPESSOAL LDA - 155,,,,,,http://www.canetas.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Jewelry,,,,,,,
,,,COMBINACAO PURA  LDA - 156,COMBINACAO PURA  LDA - 156,,,,,,http://www.suplementos-online.com/PT/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Sports nutrition // 1. Screening phase: Entrepreneur not interested  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
,,,MOVEIS ONLINE IDEIAS UTEIS  UNIPESSOAL LDA - 157,MOVEIS ONLINE IDEIAS UTEIS  UNIPESSOAL LDA - 157,,,,,,http://www.moveisonline.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: No significant growth in > 5y  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Housewares/Home furnishings,,,,,,,
,,,DIGITALSTORM  LDA - 158,DIGITALSTORM  LDA - 158,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,BRANDSBREEZE  UNIPESSOAL  LDA - 159,BRANDSBREEZE  UNIPESSOAL  LDA - 159,,,,,,http://www.clubefashion.com/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Nap // 1. Screening phase: Duplicated  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Duplicated,,,,,,,,
,,,BABYBLUE - COMERCIO DE ARTIGOS PARA BEBE E CRIANCA  UNIPESSOAL LDA - 160,BABYBLUE - COMERCIO DE ARTIGOS PARA BEBE E CRIANCA  UNIPESSOAL LDA - 160,,,,,,http://www.babyblue.pt/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Baby // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Apparel/Accessories,,,,,,,
,,,BONACUISTA BRAINWORKS GLOBAL SERVICES  SL SUCURSAL EM PORTUGAL - 161,BONACUISTA BRAINWORKS GLOBAL SERVICES  SL SUCURSAL EM PORTUGAL - 161,,,,,,0,-,-,-,-,Spain,Out_of_scope,,3,,Excluded,Brief description: Nap // 1. Screening phase: Duplicated  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Duplicated,,,,,,,,
,,,PRESENTES DESEJADOS - UNIPESSOAL LDA - 162,PRESENTES DESEJADOS - UNIPESSOAL LDA - 162,,,,,,http://www.unike-shop.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Mass merchant,,,,,,,
,,,JOIA CORPORAL  LDA - 163,JOIA CORPORAL  LDA - 163,,,,,,http://www.lojaglamourosa.com/index.php,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Nap // 1. Screening phase: Duplicated  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Duplicated,,,,,,,,
,,,ANTONIO FRANCISCO CARVALHO  UNIPESSOAL LDA - 164,ANTONIO FRANCISCO CARVALHO  UNIPESSOAL LDA - 164,,,,,,http://www.natur4you.net/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Perfumes & Cosmetics // 1. Screening phase: Not distinctive ecommerce  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Health/Beauty,,,,,,,
,,,MANUAL DE BACO - UNIPESSOAL  LDA. - 165,MANUAL DE BACO - UNIPESSOAL  LDA. - 165,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,FAST LOAD  LDA - 166,FAST LOAD  LDA - 166,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,PARTNESS  UNIPESSOAL  LDA - 167,PARTNESS  UNIPESSOAL  LDA - 167,,,,,,http://www.bclean.pt/,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,JOGO FECHADO - UNIPESSOAL LDA - 168,JOGO FECHADO - UNIPESSOAL LDA - 168,,,,,,http://www.onebuyshop.com/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Cycling // 1. Screening phase: Not distinctive  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Sporting goods,,,,,,,
,,,IMPEXFIRE  UNIPESSOAL LDA - 169,IMPEXFIRE  UNIPESSOAL LDA - 169,,,,,,http://www.my-barbecue.com/fr/,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: - // 1. Screening phase: Multinational  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Hardware/Home improvement,,,,,,,
,,,EXOTIC WORLDWIDE MOTORS-YACHTING  POWERBOATS  JETSKIS  CARS  LDA. - 170,EXOTIC WORLDWIDE MOTORS-YACHTING  POWERBOATS  JETSKIS  CARS  LDA. - 170,,,,,,http://www.boatcenter.pt/index.php,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: Yacht retailer // 1. Screening phase: Offline business  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,NATALINO F. MELCHIADES  LDA. - 171,NATALINO F. MELCHIADES  LDA. - 171,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/S // 1. Screening phase: Financial distress  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Product/services,,,,,,,,
,,,JOSE MANUEL MORAIS  UNIPESSOAL  LDA. - 172,JOSE MANUEL MORAIS  UNIPESSOAL  LDA. - 172,,,,,,0,-,-,-,-,Portugal,Out_of_scope,,3,,Excluded,Brief description: N/A // 1. Screening phase: No information  // Reference: Orbis // ,Gaspar d'Orey,Out of scope,Site unavailable,,,,,,,,
,,,MULTIFENIX  LDA. - 173,MULTIFENIX  LDA. - 173,,,,,,http://multifenix.com/zencart/index.php?main_page=index,-,-,-,-,Portugal,ecommerce_b2c,,3,,Excluded,Brief description: Natural products // 1. Screening phase: Low system score  // Reference: Orbis // ,Gaspar d'Orey,ecommerce b2c,Transactional website,Food/Drug,,,,,,,
